ID	人物名称	人物品质	角色阵营	人物说明	默认技能	初始血量	初始攻击力	初始防御力	初始内力	初始经验值	人物机缘1	人物机缘2	人物机缘3	人物机缘4	人物机缘5	人物机缘6	是否显示	Icom图片路径	海报图片路径	名字图片路径	背景图片路径	战斗图片	音效
14116	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14117	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14118	修船工人	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14121	N布鲁诺	2	1	0	77	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_bulunuo.png	person/poster_char_bulunuo.png	none	none	person/poster_char_bulunuo.png	fightNormalAttack.mp3
14122	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14123	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14124	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14125	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14126	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14127	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14128	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14131	N卡莉法	2	1	0	77	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_kalifa.png	person/poster_char_kalifa.png	none	none	person/poster_char_kalifa.png	fightNormalAttack.mp3
14132	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14133	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14134	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14135	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14136	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14137	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14138	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14141	N卡库	2	1	0	77	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_kaku.png	person/poster_char_kaku.png	none	none	person/poster_char_kaku.png	fightNormalAttack.mp3
14142	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14143	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14144	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14145	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14146	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14147	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14148	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14151	N布鲁诺	2	1	0	77	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_bulunuo.png	person/poster_char_bulunuo.png	none	none	person/poster_char_bulunuo.png	fightNormalAttack.mp3
14152	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14153	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14154	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14155	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14156	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14157	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14158	修船工人	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14161	N罗布·路奇	1	1	0	77	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_luqi.png	person/poster_char_luqi.png	none	none	person/poster_char_luqi.png	fightNormalAttack.mp3
14162	N卡库	2	1	0	77	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_kaku.png	person/poster_char_kaku.png	none	none	person/poster_char_kaku.png	fightNormalAttack.mp3
14163	N布鲁诺	2	1	0	77	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_bulunuo.png	person/poster_char_bulunuo.png	none	none	person/poster_char_bulunuo.png	fightNormalAttack.mp3
14164	N卡莉法	2	1	0	77	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_kalifa.png	person/poster_char_kalifa.png	none	none	person/poster_char_kalifa.png	fightNormalAttack.mp3
14165	修船工人	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14166	修船工人	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14167	修船工人	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
14168	修船工人	4	1	0	70	8 	6 	3 	5 	0 	2	0	0	0	0	0	0 	members/head_char_gongren.png	person/poster_char_gongren.png	none	none	person/poster_char_gongren.png	fightNormalAttack.mp3
15011	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15012	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15013	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15014	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15015	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15016	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15017	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15018	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15021	N杰利	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_jieli.png	person/poster_char_jieli.png	none	none	person/poster_char_jieli.png	fightNormalAttack.mp3
15022	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15023	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15024	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15025	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15026	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15027	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15028	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15031	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15032	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15033	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15034	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15035	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15036	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15037	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15038	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15041	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15042	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15043	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15044	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15045	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15046	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15047	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15048	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15051	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15052	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15053	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15054	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15055	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15056	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15057	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15058	秘密海军	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15061	NT·本恩	3	1	0	52	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_benen.png	person/poster_char_benen.png	none	none	person/poster_char_benen.png	fightNormalAttack.mp3
15062	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15063	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15064	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15065	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15066	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15067	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15068	秘密海军	4	1	0	70	8 	6 	2 	4 	0 	1	0	0	0	0	0	0 	members/head_char_heiyi1.png	person/poster_char_heiyi1.png	none	none	person/poster_char_heiyi1.png	fightNormalAttack.mp3
15071	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15072	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15073	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15074	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15075	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15076	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15077	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15078	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15081	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15082	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15083	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15084	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15085	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15086	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15087	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15088	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15091	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15092	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15093	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15094	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15095	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15096	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15097	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15098	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
15101	秘密海军2	4	1	0	70	7 	5 	2 	4 	0 	0	0	0	0	0	0	0 	members/head_char_heiyi2.png	person/poster_char_heiyi2.png	none	none	person/poster_char_heiyi2.png	fightNormalAttack.mp3
